country_iso3,country_name,year,indicator_key,indicator_code,indicator_name,value,source,missing
CUB,Cuba,2024,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
CUB,Cuba,2025,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
CUB,Cuba,2026,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
CUB,Cuba,2020,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",2.240000,WorldBank,0
CUB,Cuba,2021,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",2.116000,WorldBank,0
CUB,Cuba,2022,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",1.820000,WorldBank,0
CUB,Cuba,2023,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",1.719000,WorldBank,0
CUB,Cuba,2024,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",1.530000,WorldBank,0
CUB,Cuba,2025,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",,WorldBank,1
CUB,Cuba,2026,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",,WorldBank,1
CUB,Cuba,2020,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
CUB,Cuba,2021,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
CUB,Cuba,2022,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
CUB,Cuba,2023,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
CUB,Cuba,2024,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
CUB,Cuba,2025,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
CUB,Cuba,2026,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2020,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-29.998570,WorldBank,0
VEN,"Venezuela, RB",2021,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.955433,WorldBank,0
VEN,"Venezuela, RB",2022,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),8.000913,WorldBank,0
VEN,"Venezuela, RB",2023,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.001686,WorldBank,0
VEN,"Venezuela, RB",2024,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.300000,WorldBank,0
VEN,"Venezuela, RB",2025,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,WorldBank,1
VEN,"Venezuela, RB",2026,GDP_GROWTH_PCT,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,WorldBank,1
VEN,"Venezuela, RB",2020,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2021,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2022,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2023,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2024,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2025,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2026,INFLATION_PCT,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",,WorldBank,1
VEN,"Venezuela, RB",2020,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",7.530000,WorldBank,0
VEN,"Venezuela, RB",2021,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",7.037000,WorldBank,0
VEN,"Venezuela, RB",2022,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",5.707000,WorldBank,0
VEN,"Venezuela, RB",2023,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",5.485000,WorldBank,0
VEN,"Venezuela, RB",2024,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",5.475000,WorldBank,0
VEN,"Venezuela, RB",2025,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",,WorldBank,1
VEN,"Venezuela, RB",2026,UNEMPLOYMENT_PCT,SL.UEM.TOTL.ZS,"Unemployment, total (% of labor force)",,WorldBank,1
VEN,"Venezuela, RB",2020,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2021,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2022,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2023,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2024,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2025,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
VEN,"Venezuela, RB",2026,REAL_INTEREST_PCT,FR.INR.RINR,Real interest rate (%),,WorldBank,1
